dotId,x,y,r
213,126.723305,9.532012,0.7519167
214,133.72383,13.447563,0.7519167
215,140.72437,17.363113,0.7519167
216,147.72487,21.278666,0.7519167
217,154.72539,25.194216,0.7519167
218,161.72592,29.109768,0.7519167
219,168.72643,33.02532,0.7519167
220,175.72697,36.94087,0.7519167
221,182.72748,40.856422,0.7519167
222,189.728,44.771973,0.7519167
223,196.72853,48.687523,0.7519167
224,7.605221,-65.053406,0.7519167
225,14.60574,-61.13785,0.7519167
226,21.606264,-57.2223,0.7519167
227,28.606783,-53.30675,0.7519167
228,35.607307,-49.3912,0.7519167
229,42.607834,-45.47565,0.7519167
230,49.608345,-41.560097,0.7519167
231,56.60887,-37.644547,0.7519167
232,63.609398,-33.728996,0.7519167
233,70.60991,-29.813444,0.7519167
234,77.610435,-25.897894,0.7519167
235,84.61096,-21.982344,0.7519167
236,91.611465,-18.066792,0.7519167
237,98.61201,-14.151241,0.7519167
238,105.61252,-10.23569,0.7519167
239,112.613045,-6.320139,0.7519167
240,119.61357,-2.4045877,0.7519167
241,126.61408,1.5109634,0.7519167
242,133.61461,5.4265146,0.7519167
243,140.61513,9.342066,0.7519167
244,147.61565,13.257617,0.7519167
245,154.61617,17.173168,0.7519167
246,161.6167,21.088718,0.7519167
247,168.6172,25.00427,0.7519167
248,175.61775,28.91982,0.7519167
249,182.61826,32.835373,0.7519167
250,189.61877,36.750923,0.7519167
251,196.61931,40.666473,0.7519167
252,7.495996,-73.074455,0.7519167
253,14.496514,-69.158905,0.7519167
254,21.49704,-65.243355,0.7519167
255,28.497559,-61.3278,0.7519167
256,35.498085,-57.41225,0.7519167
257,42.49861,-53.496696,0.7519167
258,49.49912,-49.581146,0.7519167
259,56.499645,-45.665596,0.7519167
260,63.50017,-41.750046,0.7519167
261,70.50068,-37.834496,0.7519167
262,77.501205,-33.91894,0.7519167
263,84.50173,-30.003391,0.7519167
264,91.50224,-26.087841,0.7519167
265,98.502785,-22.172289,0.7519167
266,105.503296,-18.256739,0.7519167
267,112.50382,-14.3411875,0.7519167
268,119.50435,-10.425636,0.7519167
269,126.50486,-6.510085,0.7519167
270,133.50539,-2.5945342,0.7519167
271,140.5059,1.3210168,0.7519167
272,147.50642,5.236568,0.7519167
273,154.50694,9.152119,0.7519167
274,161.50748,13.06767,0.7519167
275,168.50798,16.983221,0.7519167
276,175.50853,20.898771,0.7519167
277,182.50903,24.814323,0.7519167
278,189.50954,28.729874,0.7519167
279,196.51009,32.645424,0.7519167
280,7.386771,-81.095505,0.7519167
281,14.387289,-77.179955,0.7519167
282,21.387815,-73.2644,0.7519167
283,28.388334,-69.34885,0.7519167
284,35.38886,-65.4333,0.7519167
285,42.389385,-61.517746,0.7519167
286,49.389896,-57.602196,0.7519167
287,56.390423,-53.686646,0.7519167
288,63.390945,-49.771095,0.7519167
289,70.39146,-45.85554,0.7519167
290,77.39198,-41.93999,0.7519167
291,84.39251,-38.02444,0.7519167
292,91.39302,-34.10889,0.7519167
293,98.39356,-30.193338,0.7519167
294,105.39407,-26.277786,0.7519167
295,112.3946,-22.362236,0.7519167
296,119.39512,-18.446686,0.7519167
297,126.39563,-14.531134,0.7519167
298,133.39616,-10.615582,0.7519167
299,140.39668,-6.7000318,0.7519167
300,147.3972,-2.7844808,0.7519167
301,154.39772,1.1310703,0.7519167
302,161.39824,5.0466213,0.7519167
303,168.39876,8.9621725,0.7519167
304,175.39929,12.877724,0.7519167
305,182.39981,16.793274,0.7519167
306,189.40031,20.708826,0.7519167
307,196.40086,24.624376,0.7519167
308,7.2775464,-89.116554,0.7519167
309,14.278065,-85.201,0.7519167
310,21.278591,-81.285446,0.7519167
311,28.279108,-77.369896,0.7519167
312,35.279633,-73.454346,0.7519167
313,42.28016,-69.538795,0.7519167
314,49.28067,-65.623245,0.7519167
315,56.281197,-61.707695,0.7519167
316,63.281723,-57.79214,0.7519167
317,70.282234,-53.87659,0.7519167
318,77.28276,-49.96104,0.7519167
319,84.28329,-46.04549,0.7519167
320,91.2838,-42.129936,0.7519167
321,98.28433,-38.214386,0.7519167
322,105.28484,-34.298836,0.7519167
323,112.28537,-30.383286,0.7519167
324,119.2859,-26.467733,0.7519167
325,126.28641,-22.552183,0.7519167
326,133.28693,-18.636631,0.7519167
327,140.28746,-14.721081,0.7519167
328,147.28796,-10.80553,0.7519167
329,154.2885,-6.8899784,0.7519167
330,161.28902,-2.9744275,0.7519167
331,168.28954,0.9411238,0.7519167
332,175.29007,4.8566747,0.7519167
333,182.29059,8.772225,0.7519167
334,189.29109,12.687777,0.7519167
335,196.29164,16.603329,0.7519167
336,7.1683216,-97.137596,0.7519167
337,14.168839,-93.222046,0.7519167
338,21.169365,-89.306496,0.7519167
339,28.169884,-85.390945,0.7519167
340,35.17041,-81.475395,0.7519167
341,42.170937,-77.559845,0.7519167
342,49.171444,-73.644295,0.7519167
343,56.17197,-69.728745,0.7519167
344,63.172497,-65.813194,0.7519167
345,70.173004,-61.89764,0.7519167
346,77.17353,-57.98209,0.7519167
347,84.17406,-54.066536,0.7519167
348,91.17457,-50.150986,0.7519167
349,98.17511,-46.235435,0.7519167
350,105.17562,-42.319885,0.7519167
351,112.17615,-38.404335,0.7519167
352,119.176674,-34.48878,0.7519167
353,126.177185,-30.57323,0.7519167
354,133.1777,-26.65768,0.7519167
355,140.17824,-22.74213,0.7519167
356,147.17874,-18.826578,0.7519167
357,154.17928,-14.911027,0.7519167
358,161.1798,-10.995476,0.7519167
359,168.18031,-7.079925,0.7519167
360,175.18085,-3.164374,0.7519167
361,182.18137,0.7511771,0.7519167
362,189.18187,4.6667285,0.7519167
363,196.1824,8.582279,0.7519167
364,7.059097,-105.158646,0.7519167
365,14.059615,-101.243095,0.7519167
366,21.06014,-97.327545,0.7519167
367,28.06066,-93.411995,0.7519167
368,35.061184,-89.496445,0.7519167
369,42.06171,-85.580894,0.7519167
370,49.06222,-81.665344,0.7519167
371,56.062748,-77.749794,0.7519167
372,63.06327,-73.834236,0.7519167
373,70.06378,-69.918686,0.7519167
374,77.06431,-66.003136,0.7519167
375,84.064835,-62.087585,0.7519167
376,91.065346,-58.172035,0.7519167
377,98.06589,-54.256485,0.7519167
378,105.0664,-50.340935,0.7519167
379,112.066925,-46.42538,0.7519167
380,119.06745,-42.50983,0.7519167
381,126.067955,-38.59428,0.7519167
382,133.06848,-34.67873,0.7519167
383,140.06902,-30.763178,0.7519167
384,147.06952,-26.847628,0.7519167
385,154.07005,-22.932076,0.7519167
386,161.07057,-19.016525,0.7519167
387,168.07108,-15.100974,0.7519167
388,175.07162,-11.185423,0.7519167
389,182.07213,-7.2698717,0.7519167
390,189.07265,-3.3543203,0.7519167
391,196.07318,0.56123036,0.7519167
392,6.949872,-113.179695,0.7519167
393,13.95039,-109.264145,0.7519167
394,20.950916,-105.348595,0.7519167
395,27.951433,-101.433044,0.7519167
396,34.95196,-97.517494,0.7519167
397,41.952484,-93.601944,0.7519167
398,48.952995,-89.68639,0.7519167
399,55.95352,-85.770836,0.7519167
400,62.95405,-81.855286,0.7519167
401,69.95456,-77.939735,0.7519167
402,76.955086,-74.024185,0.7519167
403,83.95561,-70.108635,0.7519167
404,90.95612,-66.193085,0.7519167
405,97.95666,-62.277534,0.7519167
406,104.95717,-58.36198,0.7519167
407,111.957695,-54.44643,0.7519167
408,118.95822,-50.53088,0.7519167
409,125.95873,-46.61533,0.7519167
410,132.95926,-42.69978,0.7519167
411,139.95978,-38.784225,0.7519167
412,146.9603,-34.868675,0.7519167
413,153.96082,-30.953125,0.7519167
414,160.96135,-27.037573,0.7519167
415,167.96185,-23.122023,0.7519167
416,174.9624,-19.206472,0.7519167
417,181.9629,-15.29092,0.7519167
418,188.96342,-11.375369,0.7519167
419,195.96396,-7.4598184,0.7519167
420,6.840647,-121.200745,0.7519167
421,13.841166,-117.285194,0.7519167
422,20.84169,-113.369644,0.7519167
423,27.842209,-109.454094,0.7519167
424,34.842735,-105.53854,0.7519167
425,41.84326,-101.62299,0.7519167
426,48.843773,-97.707436,0.7519167
427,55.844296,-93.791885,0.7519167
428,62.844822,-89.876335,0.7519167
429,69.84533,-85.960785,0.7519167
430,76.845856,-82.045235,0.7519167
431,83.84638,-78.129684,0.7519167
432,90.84689,-74.214134,0.7519167
433,97.847435,-70.298584,0.7519167
434,104.847946,-66.38303,0.7519167
435,111.84847,-62.46748,0.7519167
436,118.849,-58.55193,0.7519167
437,125.84951,-54.63638,0.7519167
438,132.85004,-50.720825,0.7519167
439,139.85056,-46.805275,0.7519167
440,146.85107,-42.889725,0.7519167
441,153.8516,-38.974174,0.7519167
442,160.85213,-35.05862,0.7519167
443,167.85263,-31.14307,0.7519167
444,174.85318,-27.22752,0.7519167
445,181.85368,-23.31197,0.7519167
446,188.85419,-19.396418,0.7519167
447,195.85474,-15.480867,0.7519167
448,6.7314224,-129.2218,0.7519167
449,13.73194,-125.306244,0.7519167
450,20.732466,-121.39069,0.7519167
451,27.732985,-117.47514,0.7519167
452,34.73351,-113.55959,0.7519167
453,41.734035,-109.644035,0.7519167
454,48.734547,-105.728485,0.7519167
455,55.735073,-101.812935,0.7519167
456,62.7356,-97.897385,0.7519167
457,69.73611,-93.981834,0.7519167
458,76.73663,-90.066284,0.7519167
459,83.73716,-86.150734,0.7519167
460,90.73767,-82.23518,0.7519167
461,97.73821,-78.31963,0.7519167
462,104.73872,-74.404076,0.7519167
463,111.73925,-70.488525,0.7519167
464,118.73978,-66.572975,0.7519167
465,125.74028,-62.657425,0.7519167
466,132.74081,-58.741875,0.7519167
467,139.74133,-54.826324,0.7519167
468,146.74185,-50.910774,0.7519167
469,153.74237,-46.99522,0.7519167
470,160.7429,-43.07967,0.7519167
471,167.74341,-39.16412,0.7519167
472,174.74394,-35.24857,0.7519167
473,181.74446,-31.333017,0.7519167
474,188.74496,-27.417467,0.7519167
475,195.74551,-23.501915,0.7519167
476,6.622197,-137.24284,0.7519167
477,13.622716,-133.32729,0.7519167
478,20.623241,-129.41174,0.7519167
479,27.62376,-125.49619,0.7519167
480,34.624287,-121.580635,0.7519167
481,41.62481,-117.665085,0.7519167
482,48.62532,-113.749535,0.7519167
483,55.625847,-109.833984,0.7519167
484,62.626373,-105.918434,0.7519167
485,69.626884,-102.002884,0.7519167
486,76.62741,-98.08733,0.7519167
487,83.62794,-94.17178,0.7519167
488,90.62845,-90.25623,0.7519167
489,97.62899,-86.34068,0.7519167
490,104.62949,-82.425125,0.7519167
491,111.63002,-78.509575,0.7519167
492,118.63055,-74.594025,0.7519167
493,125.63106,-70.678474,0.7519167
494,132.63159,-66.762924,0.7519167
495,139.63211,-62.847374,0.7519167
496,146.63261,-58.93182,0.7519167
497,153.63315,-55.01627,0.7519167
498,160.63367,-51.10072,0.7519167
499,167.63419,-47.18517,0.7519167
500,174.63472,-43.26962,0.7519167
501,181.63524,-39.354065,0.7519167
502,188.63574,-35.438515,0.7519167
503,195.63629,-31.522964,0.7519167
504,6.5129724,-145.26389,0.7519167
505,13.513491,-141.34834,0.7519167
506,20.514017,-137.43279,0.7519167
507,27.514534,-133.51724,0.7519167
508,34.51506,-129.60168,0.7519167
509,41.515587,-125.686134,0.7519167
510,48.516098,-121.770584,0.7519167
511,55.51662,-117.855034,0.7519167
512,62.517147,-113.93948,0.7519167
513,69.51766,-110.02393,0.7519167
514,76.51818,-106.10838,0.7519167
515,83.51871,-102.19283,0.7519167
516,90.51922,-98.277275,0.7519167
517,97.51976,-94.361725,0.7519167
518,104.52027,-90.446175,0.7519167
519,111.5208,-86.530624,0.7519167
520,118.521324,-82.615074,0.7519167
521,125.521835,-78.699524,0.7519167
522,132.52235,-74.78397,0.7519167
523,139.52289,-70.86842,0.7519167
524,146.52339,-66.95287,0.7519167
525,153.52393,-63.03732,0.7519167
526,160.52444,-59.12177,0.7519167
527,167.52496,-55.20622,0.7519167
528,174.5255,-51.290665,0.7519167
529,181.52602,-47.375114,0.7519167
530,188.52652,-43.459564,0.7519167
531,195.52705,-39.544014,0.7519167
532,6.4037476,-153.28494,0.7519167
533,13.404265,-149.36938,0.7519167
534,20.40479,-145.45384,0.7519167
535,27.40531,-141.53828,0.7519167
536,34.405834,-137.62274,0.7519167
537,41.40636,-133.70718,0.7519167
538,48.40687,-129.79164,0.7519167
539,55.4074,-125.87608,0.7519167
540,62.407925,-121.96053,0.7519167
541,69.40843,-118.04498,0.7519167
542,76.40896,-114.12943,0.7519167
543,83.409485,-110.21388,0.7519167
544,90.409996,-106.298325,0.7519167
545,97.41054,-102.382774,0.7519167
546,104.41105,-98.467224,0.7519167
547,111.411575,-94.551674,0.7519167
548,118.4121,-90.63612,0.7519167
549,125.41261,-86.72057,0.7519167
550,132.41313,-82.80502,0.7519167
551,139.41367,-78.88947,0.7519167
552,146.41417,-74.97392,0.7519167
553,153.4147,-71.058365,0.7519167
554,160.41522,-67.142815,0.7519167
555,167.41573,-63.227264,0.7519167
556,174.41628,-59.311714,0.7519167
557,181.41678,-55.396164,0.7519167
558,188.4173,-51.480614,0.7519167
559,195.41783,-47.565063,0.7519167
560,6.294523,-161.30598,0.7519167
561,13.295041,-157.39044,0.7519167
562,20.295567,-153.47488,0.7519167
563,27.296085,-149.55934,0.7519167
564,34.29661,-145.64378,0.7519167
565,41.29714,-141.72824,0.7519167
566,48.297646,-137.81268,0.7519167
567,55.298172,-133.89713,0.7519167
568,62.2987,-129.98158,0.7519167
569,69.29921,-126.06603,0.7519167
570,76.299736,-122.15048,0.7519167
571,83.30026,-118.234924,0.7519167
572,90.30077,-114.319374,0.7519167
573,97.301315,-110.403824,0.7519167
574,104.30182,-106.48827,0.7519167
575,111.302345,-102.57272,0.7519167
576,118.30287,-98.65717,0.7519167
577,125.30338,-94.74162,0.7519167
578,132.30391,-90.82607,0.7519167
579,139.30444,-86.91052,0.7519167
580,146.30495,-82.994965,0.7519167
581,153.30547,-79.079414,0.7519167
582,160.306,-75.163864,0.7519167
583,167.3065,-71.248314,0.7519167
584,174.30705,-67.33276,0.7519167
585,181.30756,-63.417213,0.7519167
586,188.30807,-59.501663,0.7519167
587,195.30861,-55.58611,0.7519167
588,6.185298,-169.32704,0.7519167
589,13.185816,-165.41148,0.7519167
590,20.186342,-161.49594,0.7519167
591,27.18686,-157.58038,0.7519167
592,34.187386,-153.66484,0.7519167
593,41.187912,-149.74928,0.7519167
594,48.188423,-145.83372,0.7519167
595,55.18895,-141.91818,0.7519167
596,62.189472,-138.00262,0.7519167
597,69.18999,-134.08708,0.7519167
598,76.190506,-130.17152,0.7519167
599,83.19103,-126.255974,0.7519167
600,90.19154,-122.34042,0.7519167
601,97.192085,-118.42487,0.7519167
602,104.1926,-114.50932,0.7519167
603,111.19312,-110.59377,0.7519167
604,118.19365,-106.67822,0.7519167
605,125.19416,-102.76267,0.7519167
606,132.19469,-98.84712,0.7519167
607,139.1952,-94.931564,0.7519167
608,146.19572,-91.016014,0.7519167
609,153.19624,-87.100464,0.7519167
610,160.19678,-83.18491,0.7519167
611,167.19728,-79.26936,0.7519167
612,174.19783,-75.35381,0.7519167
613,181.19833,-71.43826,0.7519167
614,188.19885,-67.52271,0.7519167
615,195.19939,-63.60716,0.7519167
616,6.076073,-177.34808,0.7519167
617,13.0765915,-173.43254,0.7519167
618,20.077118,-169.51698,0.7519167
619,27.077635,-165.60144,0.7519167
620,34.07816,-161.68588,0.7519167
621,41.078686,-157.77032,0.7519167
622,48.079197,-153.85478,0.7519167
623,55.079723,-149.93922,0.7519167
624,62.08025,-146.02368,0.7519167
625,69.08076,-142.10812,0.7519167
626,76.08128,-138.19258,0.7519167
627,83.08181,-134.27702,0.7519167
628,90.08232,-130.36148,0.7519167
629,97.08286,-126.44592,0.7519167
630,104.083374,-122.53037,0.7519167
631,111.0839,-118.61482,0.7519167
632,118.08443,-114.69927,0.7519167
633,125.08494,-110.78372,0.7519167
634,132.08546,-106.868164,0.7519167
635,139.08598,-102.952614,0.7519167
636,146.0865,-99.03706,0.7519167
637,153.08702,-95.12151,0.7519167
638,160.08755,-91.20596,0.7519167
639,167.08806,-87.29041,0.7519167
640,174.0886,-83.37486,0.7519167
641,181.08911,-79.45931,0.7519167
642,188.08961,-75.54376,0.7519167
643,195.09016,-71.628204,0.7519167
644,5.9668484,-185.36914,0.7519167
645,12.967366,-181.45358,0.7519167
646,19.967892,-177.53804,0.7519167
647,26.96841,-173.62248,0.7519167
648,33.968937,-169.70692,0.7519167
649,40.969463,-165.79138,0.7519167
650,47.96997,-161.87582,0.7519167
651,54.970497,-157.96028,0.7519167
652,61.971024,-154.04472,0.7519167
653,68.971535,-150.12918,0.7519167
654,75.97206,-146.21362,0.7519167
655,82.97259,-142.29808,0.7519167
656,89.9731,-138.38252,0.7519167
657,96.97364,-134.46696,0.7519167
658,103.97415,-130.55142,0.7519167
659,110.97467,-126.63587,0.7519167
660,117.9752,-122.72032,0.7519167
661,124.97571,-118.80476,0.7519167
662,131.97624,-114.88921,0.7519167
663,138.97676,-110.97366,0.7519167
664,145.97726,-107.05811,0.7519167
665,152.9778,-103.14256,0.7519167
666,159.97832,-99.22701,0.7519167
667,166.97884,-95.31146,0.7519167
668,173.97937,-91.39591,0.7519167
669,180.97989,-87.48036,0.7519167
670,187.9804,-83.564804,0.7519167
671,194.98094,-79.649254,0.7519167
672,5.8576236,-193.39018,0.7519167
673,12.858142,-189.47464,0.7519167
674,19.858667,-185.55908,0.7519167
675,26.859186,-181.64352,0.7519167
676,33.85971,-177.72798,0.7519167
677,40.860237,-173.81242,0.7519167
678,47.86075,-169.89688,0.7519167
679,54.861275,-165.98132,0.7519167
680,61.861797,-162.06578,0.7519167
681,68.86231,-158.15022,0.7519167
682,75.86284,-154.23468,0.7519167
683,82.86336,-150.31912,0.7519167
684,89.86387,-146.40356,0.7519167
685,96.86441,-142.48802,0.7519167
686,103.86492,-138.57246,0.7519167
687,110.86545,-134.65692,0.7519167
688,117.865974,-130.74136,0.7519167
689,124.866486,-126.82581,0.7519167
690,131.867,-122.91026,0.7519167
691,138.86754,-118.99471,0.7519167
692,145.86804,-115.07916,0.7519167
693,152.86858,-111.16361,0.7519167
694,159.8691,-107.24806,0.7519167
695,166.86961,-103.33251,0.7519167
696,173.87015,-99.41696,0.7519167
697,180.87067,-95.5014,0.7519167
698,187.87117,-91.58585,0.7519167
699,194.87172,-87.6703,0.7519167
700,5.748399,-201.41124,0.7519167
701,12.748917,-197.49568,0.7519167
702,19.749443,-193.58012,0.7519167
703,26.74996,-189.66458,0.7519167
704,33.75049,-185.74902,0.7519167
705,40.75101,-181.83348,0.7519167
706,47.751522,-177.91792,0.7519167
707,54.75205,-174.00238,0.7519167
708,61.752575,-170.08682,0.7519167
709,68.75308,-166.17128,0.7519167
710,75.75361,-162.25572,0.7519167
711,82.754135,-158.34016,0.7519167
712,89.75465,-154.42462,0.7519167
713,96.75519,-150.50906,0.7519167
714,103.7557,-146.59352,0.7519167
715,110.756226,-142.67796,0.7519167
716,117.75675,-138.76242,0.7519167
717,124.75726,-134.84686,0.7519167
718,131.75778,-130.93132,0.7519167
719,138.75832,-127.01576,0.7519167
720,145.75882,-123.10021,0.7519167
721,152.75935,-119.18466,0.7519167
722,159.75987,-115.26911,0.7519167
723,166.76039,-111.35356,0.7519167
724,173.76093,-107.438,0.7519167
725,180.76143,-103.52245,0.7519167
726,187.76195,-99.6069,0.7519167
727,194.76248,-95.69135,0.7519167
728,5.639174,-209.43228,0.7519167
729,12.639692,-205.51672,0.7519167
730,19.640217,-201.60118,0.7519167
731,26.640736,-197.68562,0.7519167
732,33.641262,-193.77008,0.7519167
733,40.64179,-189.85452,0.7519167
734,47.6423,-185.93898,0.7519167
735,54.642822,-182.02342,0.7519167
736,61.64335,-178.10788,0.7519167
737,68.64386,-174.19232,0.7519167
738,75.64439,-170.27676,0.7519167
739,82.64491,-166.36122,0.7519167
740,89.645424,-162.44566,0.7519167
741,96.645966,-158.53012,0.7519167
742,103.64648,-154.61456,0.7519167
