-234.310383 -75.908162 -0.000257695354367371 -0.0001922973055497046
-234.046333 -62.637103 -0.00018653497329701452 -0.00014852212535565457
-233.835316 -49.407111 -0.00012863844977495376 -0.00012543429038447407
-233.675479 -36.208936 -9.028525721532787e-05 -0.0001143059594252982
-233.565442 -23.033765 -5.27761929607351e-05 -0.00010530845745704287
-233.504269 -9.873141 -2.6694055431875086e-05 -9.500119237348947e-05
-233.491448 3.281198 -6.375978149009143e-06 -9.409110402516796e-05
-233.526871 16.437425 2.0398807059507362e-05 -9.647609518903533e-05
-233.610844 29.603745 3.819689763417955e-05 -0.00010987482902669043
-233.744098 42.788515 5.515871030503661e-05 -0.00012545146817677377
-233.927748 56.000332 5.663319988080673e-05 -0.00013637627858642531
-234.163398 69.248209 4.27128924460618e-05 -0.00014992338155028762
-220.932169 -102.226831 -0.00025609812882265715 -0.00021548888094313767
-220.592959 -88.899997 -0.0001855491589815017 -0.00016175063873058448
-220.305919 -75.631725 -0.000142640456342491 -0.00012725088804144136
-220.068556 -62.411921 -0.00011116171119240903 -9.95831962224969e-05
-219.878752 -49.231233 -8.190796122953259e-05 -8.616713027098655e-05
-219.734908 -36.080846 -5.280887399550238e-05 -7.727761364040298e-05
-219.635845 -22.952409 -2.630384789803486e-05 -6.795560919192756e-05
-219.580758 -9.837859 -5.642860507748537e-07 -6.321628474476038e-05
-219.569207 3.270706 2.3620966135950994e-05 -6.415212078327015e-05
-219.601122 16.38107 4.02732619235735e-05 -7.19903105510511e-05
-219.676725 29.501074 5.567203364442719e-05 -8.087858718575092e-05
-219.796627 42.638643 6.578386500777356e-05 -9.229125322152143e-05
-219.961837 55.801997 8.157216802118228e-05 -0.00011313010471480922
-220.173715 68.9997 0.00010522173304750027 -0.00014081033257618003
-220.434098 82.240797 0.00011508821618555487 -0.0001694973749724049
-220.745288 95.534963 0.000110341149568427 -0.00019330972100606303
-221.110127 108.892731 7.070534426745212e-05 -0.00020083317127994604
-207.798019 -128.641959 -0.0002986771241220154 -0.0002697743001114361
-207.390933 -115.221745 -0.00021801562254974982 -0.0001932321218260924
-207.03661 -101.87935 -0.00017725094034748423 -0.00015390781910307183
-206.731738 -88.603294 -0.0001437433714004399 -0.00011910535355097451
-206.47359 -75.383132 -0.00010327018156708334 -8.812922350465158e-05
-206.259901 -62.209298 -6.527591508387331e-05 -5.986717930772656e-05
-206.088935 -49.072871 -3.4335054521328345e-05 -4.772918782292024e-05
-205.959308 -35.96547 -1.0914120472271804e-05 -4.330391891027574e-05
-205.869997 -22.879114 1.0283469907612641e-05 -3.707837950406301e-05
-205.820332 -9.806045 2.7456092072775107e-05 -3.492004245830849e-05
-205.80992 3.261249 4.4524136875168097e-05 -3.5741903600255975e-05
-205.838693 16.330286 5.8245638921761156e-05 -4.461522453613753e-05
-205.906877 29.408565 7.630341858089196e-05 -5.816525174795473e-05
-206.014974 42.503684 8.901329171084882e-05 -7.463634845294997e-05
-206.163823 55.623509 9.944378425519318e-05 -9.716963092198938e-05
-206.354606 68.776197 0.00010322881817881324 -0.00011354597653845389
-206.588871 81.970367 0.00010680725082412579 -0.00014618754271333856
-206.868605 95.215194 0.0001202092898688889 -0.0001756084438029326
-207.196319 108.520711 0.0001345151967759861 -0.00021416191989764854
-207.57504 121.897833 0.00012445271549132997 -0.00024684927139073665
-194.39725 -141.685073 -0.00026417037417214573 -0.00026591028375921866
-193.981325 -128.229901 -0.00020640091184986886 -0.00019472112115348494
-193.615945 -114.861292 -0.00017262027257558543 -0.0001497461121999777
-193.297604 -101.567098 -0.00013058300446289195 -0.00010955974886961428
-193.023419 -88.336421 -8.66039549700659e-05 -7.295921573957642e-05
-192.791048 -75.159345 -5.745688649660963e-05 -4.86788969422669e-05
-192.598569 -62.02676 -3.5297701796110914e-05 -2.817474409066989e-05
-192.444464 -48.930135 -1.689700068929767e-05 -2.109888889756384e-05
-192.327558 -35.861435 3.590010727805293e-06 -1.9904762798450548e-05
-192.246979 -22.812987 2.056213269341356e-05 -1.5327936144782228e-05
-192.202164 -9.777362 3.443462773677908e-05 -1.3630170152489907e-05
-192.192789 3.252715 4.778903607416396e-05 -1.5131192031017648e-05
-192.218775 16.284466 5.925490075942008e-05 -2.3782611428324607e-05
-192.280307 29.325119 6.963689982342203e-05 -3.705841509415997e-05
-192.377817 42.382007 7.707571033677141e-05 -5.3436611055168726e-05
-192.512025 55.46266 9.078965752085111e-05 -7.65711909753719e-05
-192.683951 68.574929 0.00010346686975104546 -0.00010163443782440496
-192.894914 81.727041 0.00011564707930222795 -0.00012851664939228513
-193.146591 94.927756 0.00012232838646752953 -0.000157248232791396
-193.441125 108.18662 0.00011795335373765425 -0.000193976822115971
-193.781136 121.51396 0.00012797282214904726 -0.00023210812267571157
-194.169813 134.92126 0.0001395132696329071 -0.00027552303088818064
-194.610991 148.421341 0.00010947058302512858 -0.000287064717535479
-181.103139 -154.767529 -0.0002512543697275049 -0.0002737649717436952
-180.68174 -141.265936 -0.00020465439320460632 -0.00020727663738906443
-180.308926 -127.860269 -0.0001659716615307616 -0.00015175064434025387
-179.981028 -114.537601 -0.00011924418359665623 -0.00010096482525945305
-179.695034 -101.286397 -8.672310464241662e-05 -6.478750828708968e-05
-179.448493 -88.096296 -5.781277556948794e-05 -3.894054658815094e-05
-179.239358 -74.957829 -3.737645055679195e-05 -1.76565904816961e-05
-179.065987 -61.862258 -1.513013254950124e-05 -1.912627807243439e-06
-178.9271 -48.801428 -7.229757450488705e-07 2.446723160742792e-06
-178.821671 -35.767586 1.2080176605699933e-05 3.322077713585614e-06
-178.749001 -22.753332 2.5058146481349297e-05 5.010762064716623e-06
-178.708572 -9.751484 3.3630480633206616e-05 5.1527965093667305e-06
-178.70011 3.245005 4.355321377946808e-05 1.1395238302680522e-06
-178.723577 16.243101 5.232283230949264e-05 -4.591972732725935e-06
-178.779104 29.249816 5.963451903756578e-05 -2.0550994401125067e-05
-178.867063 42.272245 6.968530806350515e-05 -3.654560015720065e-05
-178.988084 55.317661 7.844729772354953e-05 -5.4834343902410154e-05
-179.142984 68.393611 8.712967718693676e-05 -7.954397696030568e-05
-179.332933 81.508009 9.84752346644413e-05 -0.00010668594461549219
-179.559368 94.669263 0.00010598901141367634 -0.00014546216313826577
-179.824088 107.886481 0.00011637327718805324 -0.00018229238392208913
-180.129363 121.169504 0.00011891531902108454 -0.0002171015126473108
-180.477904 134.529225 0.0001225121818935193 -0.0002513912989430267
-180.873052 147.977814 0.00013891283781308772 -0.000299648878103298
-181.318811 161.529014 0.00011306688423662337 -0.0003290317240924878
-167.896743 -167.904657 -0.00024836588717480623 -0.00029988503831646085
-167.473047 -154.34458 -0.00020449181951587292 -0.0002244664309740685
-167.096173 -140.890639 -0.00015692226613772675 -0.00016160978856927244
-166.762329 -127.528906 -0.00011341328638447834 -0.00010260363028535835
-166.468376 -114.247098 -8.56900923542625e-05 -6.537722034760662e-05
-166.211742 -101.034229 -5.860951694813821e-05 -3.503639888213783e-05
-165.990291 -87.880383 -3.7082477581940054e-05 -1.1969514633225486e-05
-165.802273 -74.776484 -1.934369421796589e-05 5.995174952477811e-06
-165.646289 -61.714133 -9.682805613309142e-06 1.7861759008308553e-05
-165.52125 -48.68546 5.683771354014766e-06 1.8617900499506845e-05
-165.426295 -35.682989 1.5322816555141117e-05 1.5943741149992974e-05
